,val,date
0,66.36637301684111,2021-11-11
1,232.41859028760084,2021-11-12
2,374.16051197368097,2021-11-13
3,720.5008955715543,2021-11-14
4,768.5208550286055,2021-11-15
5,829.1965948124647,2021-11-16
6,733.7800786554175,2021-11-17
7,916.8736161298083,2021-11-18
8,459.157505219091,2021-11-19
9,1026.7635360766078,2021-11-20
10,1225.642547572088,2021-11-21
11,1135.3052936111235,2021-11-22
12,1110.2622076864795,2021-11-23
13,773.6702221717362,2021-11-24
14,771.8115570667719,2021-11-25
15,1186.2006006290321,2021-11-26
16,464.08021425913387,2021-11-27
17,616.0297467504133,2021-11-28
18,607.4959593547505,2021-11-29
19,870.7764038947639,2021-11-30
20,793.0091391669955,2021-12-01
21,722.96224462579,2021-12-02
22,954.490268501756,2021-12-03
23,983.2783707996164,2021-12-04
24,488.9248584095274,2021-12-05
25,373.7530988835438,2021-12-06
26,524.9100532641975,2021-12-07
27,847.039210121851,2021-12-08
28,539.0139389457711,2021-12-09
29,436.7368197295413,2021-12-10
30,681.9493147874427,2021-12-11
31,826.478190452824,2021-12-12
32,1232.7319577160258,2021-12-13
33,875.2331835319874,2021-12-14
34,900.4831772233229,2021-12-15
35,597.6971503367823,2021-12-16
36,709.5780156402826,2021-12-17
37,647.1463332599334,2021-12-18
38,659.813977303514,2021-12-19
39,511.34641930182005,2021-12-20
40,272.0258513141871,2021-12-21
41,503.15262911301585,2021-12-22
42,603.269795508487,2021-12-23
43,369.441815857504,2021-12-24
44,333.6438011104977,2021-12-25
45,339.7374262248044,2021-12-26
46,526.6050440776071,2021-12-27
47,458.6241353157308,2021-12-28
48,562.3443856709603,2021-12-29
49,646.2621114142886,2021-12-30
50,745.1658949865615,2021-12-31
51,376.1233890315947,2022-01-01
52,381.68324492607337,2022-01-02
53,482.35982759083595,2022-01-03
54,540.7447405328734,2022-01-04
55,860.8909981317836,2022-01-05
56,701.260800591778,2022-01-06
57,946.1408882481714,2022-01-07
58,929.0866907087842,2022-01-08
59,542.7483423080388,2022-01-09
60,825.8940119921551,2022-01-10
61,463.5804824407323,2022-01-11
62,414.5735798530049,2022-01-12
63,625.57423658799,2022-01-13
64,674.2361175436728,2022-01-14
65,446.03337003342125,2022-01-15
66,680.91853547046,2022-01-16
67,635.632336841876,2022-01-17
68,680.3073496225338,2022-01-18
69,665.1448928928265,2022-01-19
70,1217.8087430174755,2022-01-20
71,1817.6899086557012,2022-01-21
72,1684.0136971215895,2022-01-22
73,883.225319999593,2022-01-23
74,1672.7187127917277,2022-01-24
75,871.2912184120395,2022-01-25
76,1245.8254301487805,2022-01-26
77,996.7544292612573,2022-01-27
78,768.3061275440867,2022-01-28
79,231.57319571280354,2022-01-29
80,342.0863790444914,2022-01-30
81,796.8697878217669,2022-01-31
82,571.5720729660663,2022-02-01
83,1119.9267110359563,2022-02-02
84,791.086801460427,2022-02-03
85,552.5607707917918,2022-02-04
86,661.8595950156442,2022-02-05
87,646.0129172891325,2022-02-06
88,861.2930710163388,2022-02-07
89,895.6450415001563,2022-02-08
90,828.8769490385491,2022-02-09
91,954.8676929799675,2022-02-10
92,597.4873185237905,2022-02-11
93,770.985777407716,2022-02-12
94,469.53993410136565,2022-02-13
95,942.2446505617307,2022-02-14
96,752.0437467613211,2022-02-15
97,884.6739321438795,2022-02-16
98,848.1208288963112,2022-02-17
99,646.663260158664,2022-02-18
100,716.186954430378,2022-02-19
101,1027.5512723741933,2022-02-20
102,1502.7346043664418,2022-02-21
103,1009.4283541349635,2022-02-22
104,1296.8064841206544,2022-02-23
105,1440.6807826582492,2022-02-24
