,val,date
0,3.465901201092472,2021-06-01
1,11.853900698313726,2021-06-02
2,4.8472841497367085,2021-06-03
3,8.638512768449703,2021-06-04
4,6.821275701676275,2021-06-05
5,8.788468510233791,2021-06-06
6,4.945033113939145,2021-06-07
7,3.9089608079546423,2021-06-08
8,4.967870512557616,2021-06-09
9,5.0201201396206,2021-06-10
10,4.2300920518048875,2021-06-11
11,4.1110693667036635,2021-06-12
12,8.641493621971488,2021-06-13
13,7.207372972842618,2021-06-14
14,4.349806411311818,2021-06-15
15,4.633425944100232,2021-06-16
16,6.491685955599339,2021-06-17
17,4.360584299211228,2021-06-18
18,4.831107181639959,2021-06-19
19,6.22117053835664,2021-06-20
20,2.5010747558289026,2021-06-21
21,2.0483137364956034,2021-06-22
22,14.934639099004963,2021-06-23
23,4.35813519403395,2021-06-24
24,2.0552058603531296,2021-06-25
25,2.299370132506617,2021-06-26
26,3.9868489395821376,2021-06-27
27,2.6732972155191304,2021-06-28
28,2.3990690830261605,2021-06-29
29,2.7765110568358184,2021-06-30
30,1.2904752993337754,2021-07-01
31,3.3625220660776782,2021-07-02
32,7.0840001642213934,2021-07-03
33,4.839856641265399,2021-07-04
34,5.544948535144954,2021-07-05
35,3.9026943209121097,2021-07-06
36,6.789232198872506,2021-07-07
37,3.4321919861267336,2021-07-08
38,20.024508152592645,2021-07-09
39,8.399815133487822,2021-07-10
40,4.229859293429269,2021-07-11
41,3.972667715324968,2021-07-12
42,2.2362991928317024,2021-07-13
43,2.9971108302573604,2021-07-14
44,2.8544427011845155,2021-07-15
45,2.835718527737085,2021-07-16
46,3.422968443878263,2021-07-17
47,3.3962976000774034,2021-07-18
48,3.375936979593388,2021-07-19
49,3.5286539257450213,2021-07-20
50,5.170882571833526,2021-07-21
51,4.411442917584775,2021-07-22
52,5.580191484715939,2021-07-23
53,5.032595608797827,2021-07-24
54,3.437686502709978,2021-07-25
55,2.554995086312981,2021-07-26
56,2.9615954071605337,2021-07-27
57,2.8661203479364206,2021-07-28
58,3.9113059020150716,2021-07-29
59,3.4676075597541187,2021-07-30
60,3.564099444296037,2021-07-31
61,1.8493763141204191,2021-08-01
62,3.1349710601839673,2021-08-02
63,4.070192922342298,2021-08-03
64,2.6935833563645875,2021-08-04
65,5.101178652914545,2021-08-05
66,8.07175522764175,2021-08-06
67,2.5448631984656886,2021-08-07
68,2.4896019755835384,2021-08-08
69,7.923838080576034,2021-08-09
70,2.864086767956574,2021-08-10
71,4.09541170741484,2021-08-11
72,4.4545885038777,2021-08-12
73,5.251479838960672,2021-08-13
74,3.8015067705847043,2021-08-14
75,5.3152696811445415,2021-08-15
76,3.7284289575815297,2021-08-16
77,3.204991103270618,2021-08-17
78,3.817587808777907,2021-08-18
79,3.889815031950847,2021-08-19
80,4.478751302393538,2021-08-20
81,3.509584598863624,2021-08-21
82,3.1449583606348206,2021-08-22
83,4.10808825295817,2021-08-23
84,2.9289121019588276,2021-08-24
85,2.7866385963428884,2021-08-25
86,3.1832174221811886,2021-08-26
87,5.50616897545183,2021-08-27
88,5.557243640262212,2021-08-28
89,3.8497628501314427,2021-08-29
90,3.4891250255516537,2021-08-30
91,2.693423997596864,2021-08-31
92,1.6540609042316035,2021-09-01
93,4.703483341113663,2021-09-02
94,3.572334123058645,2021-09-03
95,3.468005827107997,2021-09-04
96,4.126908540986934,2021-09-05
97,3.400830521909214,2021-09-06
98,2.393211562539385,2021-09-07
99,1.7814529466902027,2021-09-08
100,2.728396360735965,2021-09-09
101,2.348426579672465,2021-09-10
102,3.3875727068675543,2021-09-11
103,3.4470258502271784,2021-09-12
104,3.7123641418021998,2021-09-13
105,3.413426697678902,2021-09-14
106,3.0423378815909445,2021-09-15
107,4.915252352273117,2021-09-16
108,3.0522414461528755,2021-09-17
109,4.1984302067836285,2021-09-18
110,3.3532450743736497,2021-09-19
111,2.196869304142071,2021-09-20
112,2.0401690778971346,2021-09-21
113,4.032599602803529,2021-09-22
114,4.271687659951988,2021-09-23
115,2.4661427789258656,2021-09-24
116,3.5089443528445545,2021-09-25
117,3.219199076355409,2021-09-26
118,4.0527640135617675,2021-09-27
119,3.0998903428315234,2021-09-28
120,4.538713166795713,2021-09-29
121,4.399128723014136,2021-09-30
122,1.5304362948645354,2021-10-01
123,4.052843768777069,2021-10-02
124,5.288334638053209,2021-10-03
125,3.497891967639474,2021-10-04
126,3.7716569874400374,2021-10-05
127,4.129091468761091,2021-10-06
128,3.828605314586326,2021-10-07
129,4.3491803694784075,2021-10-08
130,4.451275803269656,2021-10-09
131,3.241799156513709,2021-10-10
132,3.1733554935756167,2021-10-11
133,3.725918359546887,2021-10-12
134,3.548139254327952,2021-10-13
135,3.4319979106928655,2021-10-14
136,3.5700299574276184,2021-10-15
137,5.542582659444574,2021-10-16
138,3.9446323171728452,2021-10-17
139,3.702016104574382,2021-10-18
140,4.3924826768967025,2021-10-19
141,2.639625546450907,2021-10-20
142,2.973037462788764,2021-10-21
143,3.5795809870011555,2021-10-22
144,3.6180299096243664,2021-10-23
145,3.75949193373188,2021-10-24
146,3.7501126507970475,2021-10-25
147,3.8705832222958767,2021-10-26
148,2.722260713339839,2021-10-27
149,3.195945381024914,2021-10-28
150,4.613706517771643,2021-10-29
151,6.4078022937397305,2021-10-30
152,3.581567407532525,2021-10-31
153,2.3889925958386646,2021-11-01
154,3.7490975427976307,2021-11-02
155,4.044115177181969,2021-11-03
156,3.291345945132217,2021-11-04
157,5.016298120365893,2021-11-05
158,3.7970681053721256,2021-11-06
159,5.248966099490539,2021-11-07
160,4.849984034228729,2021-11-08
161,3.8500108874708494,2021-11-09
162,3.6718104728457757,2021-11-10
163,3.799665123119156,2021-11-11
164,3.704753589520648,2021-11-12
165,4.261192134726604,2021-11-13
166,5.284411355509853,2021-11-14
167,3.750598988851262,2021-11-15
168,2.6208375861046784,2021-11-16
169,4.714511913828199,2021-11-17
170,3.3296643963661827,2021-11-18
171,4.0298543660388555,2021-11-19
172,4.647543287703496,2021-11-20
173,3.8023631855873408,2021-11-21
174,3.615853420054196,2021-11-22
175,3.080881885851127,2021-11-23
176,3.544171057392434,2021-11-24
177,3.841969905260987,2021-11-25
178,2.332501987371804,2021-11-26
179,3.7221357280235785,2021-11-27
180,4.165981072979802,2021-11-28
181,3.6627705842046194,2021-11-29
182,2.9456565938056176,2021-11-30
183,1.7233343086713093,2021-12-01
184,3.7393049529339786,2021-12-02
185,1.9405391782950907,2021-12-03
186,2.4594261078656023,2021-12-04
187,2.907779986842588,2021-12-05
188,2.584426256582388,2021-12-06
189,3.267180574263639,2021-12-07
190,3.579101432680046,2021-12-08
191,2.936327562608561,2021-12-09
192,2.9889722781245567,2021-12-10
193,4.472453241696015,2021-12-11
194,5.049320452031136,2021-12-12
195,3.0577475324864003,2021-12-13
196,4.85012346216916,2021-12-14
197,4.21622487669127,2021-12-15
198,4.6730777175502745,2021-12-16
199,3.988870653131675,2021-12-17
200,4.416272738351736,2021-12-18
201,4.154660773352035,2021-12-19
202,4.800263381650012,2021-12-20
203,7.480132607299079,2021-12-21
204,5.015195766839653,2021-12-22
205,4.285057987702495,2021-12-23
206,4.552672175598034,2021-12-24
207,4.158417907244593,2021-12-25
208,7.509243414882402,2021-12-26
209,4.11098058202711,2021-12-27
210,4.856655434688388,2021-12-28
211,3.929037206064212,2021-12-29
212,5.42067449679013,2021-12-30
213,4.652109446877543,2021-12-31
214,1.4520304516384583,2022-01-01
215,3.4359408510530316,2022-01-02
216,2.4137265632504246,2022-01-03
217,2.433834138762889,2022-01-04
218,1.8391250362327756,2022-01-05
219,1.6290844405312868,2022-01-06
220,1.882702756309714,2022-01-07
221,1.9803802618980586,2022-01-08
222,2.8598889167648855,2022-01-09
223,2.2910173445844104,2022-01-10
224,2.449422355757152,2022-01-11
225,2.7047995201894444,2022-01-12
226,2.465426129437989,2022-01-13
227,2.980468528426288,2022-01-14
228,5.206990422526475,2022-01-15
229,1.8698030993351769,2022-01-16
230,2.0653882915505966,2022-01-17
231,1.8274272001577136,2022-01-18
232,2.491804269928116,2022-01-19
233,1.5673216750934134,2022-01-20
234,1.3626445097040982,2022-01-21
235,3.3833555585947894,2022-01-22
236,2.5565518647945327,2022-01-23
237,1.7546789655559156,2022-01-24
238,2.119108942531986,2022-01-25
239,1.7285987510341514,2022-01-26
240,2.0385402534923647,2022-01-27
241,4.264287325310112,2022-01-28
242,4.509270491868255,2022-01-29
243,5.838046040004287,2022-01-30
244,4.0105796103054665,2022-01-31
245,3.4714733125410224,2022-02-01
246,4.581389914846141,2022-02-02
247,5.769826223403958,2022-02-03
248,3.9450928799282607,2022-02-04
249,6.776497050280706,2022-02-05
250,4.970209120811678,2022-02-06
251,4.624766790004707,2022-02-07
252,4.025135589288335,2022-02-08
253,5.882259705036334,2022-02-09
254,3.6418430273299935,2022-02-10
255,3.9588944394545864,2022-02-11
256,6.106379775204453,2022-02-12
257,4.8930770828380385,2022-02-13
258,5.242510995750868,2022-02-14
259,5.707967413049635,2022-02-15
260,5.9819511904107365,2022-02-16
261,4.359093758651058,2022-02-17
262,6.7707719245281694,2022-02-18
263,5.12743267732713,2022-02-19
264,4.77772829695386,2022-02-20
265,3.438925387613083,2022-02-21
266,5.3805252871795055,2022-02-22
267,4.015483304247454,2022-02-23
268,4.354631757520255,2022-02-24
269,8.069337501446427,2022-02-25
270,5.686784632733881,2022-02-26
271,3.295428645124457,2022-02-27
272,4.279063157534629,2022-02-28
273,1.9118349593414412,2022-03-01
274,11.726150079366786,2022-03-02
275,6.468008795417314,2022-03-03
276,6.968880073470036,2022-03-04
277,11.066147699709687,2022-03-05
278,6.380439523999238,2022-03-06
279,4.966562683000014,2022-03-07
280,13.68784057302637,2022-03-08
281,4.066126860506599,2022-03-09
282,5.019814030851394,2022-03-10
283,7.533843869509208,2022-03-11
284,10.510335218679677,2022-03-12
285,9.123948394579617,2022-03-13
286,6.287433471602338,2022-03-14
287,6.710717139790548,2022-03-15
288,6.944931915785993,2022-03-16
289,2.977178836802894,2022-03-17
290,3.4826881617870393,2022-03-18
291,5.453650810593848,2022-03-19
292,4.159934191154269,2022-03-20
293,5.809908482974789,2022-03-21
294,6.995438713976643,2022-03-22
295,7.639670009183192,2022-03-23
296,19.722821684820524,2022-03-24
297,5.697060199987017,2022-03-25
298,10.506530024908125,2022-03-26
299,4.782837708813097,2022-03-27
300,4.679960266543666,2022-03-28
301,4.076476878864701,2022-03-29
302,5.4448431160503485,2022-03-30
303,4.561221063543583,2022-03-31
304,3.2897415892971376,2022-04-01
305,4.282813059448745,2022-04-02
306,4.768232550889479,2022-04-03
307,4.398604029993376,2022-04-04
308,5.278143101343844,2022-04-05
309,4.55311477407659,2022-04-06
310,10.476922757599704,2022-04-07
311,5.0004179054929505,2022-04-08
312,18.3524895810782,2022-04-09
313,6.5849644803455405,2022-04-10
314,3.5628095981324543,2022-04-11
315,13.07405526995704,2022-04-12
316,6.447066108555928,2022-04-13
317,5.659721840309014,2022-04-14
318,14.77754270613372,2022-04-15
319,7.866151762877929,2022-04-16
320,21.61276214322562,2022-04-17
321,5.820297217392483,2022-04-18
322,22.689293771844202,2022-04-19
323,8.455007953155945,2022-04-20
324,8.18733088401162,2022-04-21
325,4.704034535453701,2022-04-22
326,6.626893427998748,2022-04-23
327,12.545015952638417,2022-04-24
328,12.663458294819074,2022-04-25
329,6.201499329104194,2022-04-26
330,4.469846033182161,2022-04-27
331,3.1673279420562324,2022-04-28
332,5.363449583662514,2022-04-29
333,3.0379580690346675,2022-04-30
334,2.6381961107310277,2022-05-01
335,7.179734053034345,2022-05-02
336,8.236935805793982,2022-05-03
337,13.493098457891692,2022-05-04
338,6.020846684657439,2022-05-05
339,7.0160769534239025,2022-05-06
340,5.928247012219405,2022-05-07
341,4.191866699974144,2022-05-08
342,3.4863314822293754,2022-05-09
343,6.177055799403349,2022-05-10
344,1.4556599997574453,2022-05-11
345,2.3940910021122765,2022-05-12
346,3.2743740622650708,2022-05-13
347,4.373331877513493,2022-05-14
348,6.010389657536706,2022-05-15
349,6.4507126810542,2022-05-16
350,5.264909953321406,2022-05-17
351,7.251785826637173,2022-05-18
352,7.065343078321494,2022-05-19
353,5.77799995618656,2022-05-20
354,14.10855135633123,2022-05-21
355,12.373931898502647,2022-05-22
356,5.131155505044721,2022-05-23
357,5.810410853314158,2022-05-24
358,7.9537630480882955,2022-05-25
359,3.296546996398239,2022-05-26
360,6.5238811040247855,2022-05-27
361,11.150444840544134,2022-05-28
362,14.220895959726128,2022-05-29
363,9.161592104567353,2022-05-30
364,7.91470353159298,2022-05-31
365,3.4316639643177163,2022-06-01
366,6.5223386372322345,2022-06-02
367,7.861562701116098,2022-06-03
368,14.42095903131952,2022-06-04
369,17.588194333027324,2022-06-05
370,4.959955490198721,2022-06-06
371,5.360035021105844,2022-06-07
372,7.150047881353298,2022-06-08
373,7.532334218036191,2022-06-09
374,6.168856714356789,2022-06-10
375,2.9150162154785293,2022-06-11
376,4.431906746493329,2022-06-12
377,1.693527631325759,2022-06-13
378,2.7106139586395765,2022-06-14
379,2.523984338534523,2022-06-15
380,4.756304164701586,2022-06-16
381,9.825853411928495,2022-06-17
382,2.4124062795104773,2022-06-18
383,4.575260557965492,2022-06-19
384,3.6998667776951746,2022-06-20
385,7.0104345093334475,2022-06-21
386,4.724283484362423,2022-06-22
387,6.3165352081746065,2022-06-23
388,6.866429334867389,2022-06-24
389,6.935857500262782,2022-06-25
390,7.253952858502792,2022-06-26
391,8.438805315183336,2022-06-27
392,4.3966137419460685,2022-06-28
393,8.496057812798576,2022-06-29
394,4.1283760633742395,2022-06-30
395,2.844399120359022,2022-07-01
396,14.288216131633458,2022-07-02
397,24.40050022159531,2022-07-03
398,6.272853783970275,2022-07-04
399,7.434633923203932,2022-07-05
400,8.778329815741797,2022-07-06
401,11.068300990248943,2022-07-07
402,5.821947629770722,2022-07-08
403,6.811786355084766,2022-07-09
404,51.78328167331678,2022-07-10
405,16.65579740794439,2022-07-11
406,8.2913219103683,2022-07-12
407,5.628684738051036,2022-07-13
408,5.289149980389736,2022-07-14
409,6.0416416667574575,2022-07-15
410,8.175121392466272,2022-07-16
411,4.776235125257363,2022-07-17
412,2.679254626679601,2022-07-18
413,4.856273145254791,2022-07-19
414,4.402856694117621,2022-07-20
415,7.00117780531301,2022-07-21
416,6.253598886562633,2022-07-22
417,5.959543327271127,2022-07-23
418,7.3113346345487065,2022-07-24
419,21.735327469313127,2022-07-25
420,7.299081212285532,2022-07-26
421,7.9196786032735265,2022-07-27
422,6.132138202598039,2022-07-28
423,4.613197800081953,2022-07-29
424,11.111309739046073,2022-07-30
425,45.84630633216526,2022-07-31
426,5.3336202517182665,2022-08-01
427,8.54503702016757,2022-08-02
428,13.453200345690398,2022-08-03
