,val,date
0,22.061876602155472,2021-08-31
1,158.32270776030262,2021-09-01
2,320.8338519844758,2021-09-02
3,250.32361402885738,2021-09-03
4,290.76590944370815,2021-09-04
5,392.3474836767198,2021-09-05
6,374.1070691006069,2021-09-06
7,343.3129646672953,2021-09-07
8,177.66691404170538,2021-09-08
9,424.69340105448396,2021-09-09
10,769.133433134659,2021-09-10
11,1822.4119736125253,2021-09-11
12,2070.826433249969,2021-09-12
13,1337.9940364585595,2021-09-13
14,1122.6527375844219,2021-09-14
15,1902.5567686570896,2021-09-15
16,2053.7737151716324,2021-09-16
17,1448.2308790893064,2021-09-17
18,1363.4206712458094,2021-09-18
19,1942.823703170873,2021-09-19
20,2549.8058039236266,2021-09-20
21,2051.3493436817507,2021-09-21
22,1448.417284072968,2021-09-22
23,1708.0587236242,2021-09-23
24,1361.5472996372407,2021-09-24
25,1136.2997667181646,2021-09-25
26,1523.1709239974066,2021-09-26
27,1091.1899990366728,2021-09-27
28,1579.283481487602,2021-09-28
29,967.4724477833682,2021-09-29
30,829.0634893405748,2021-09-30
31,969.2493858037933,2021-10-01
32,495.4512054600549,2021-10-02
33,626.0716995542314,2021-10-03
34,835.2182722402164,2021-10-04
35,656.3034421054651,2021-10-05
36,1419.369496440156,2021-10-06
37,492.154354304584,2021-10-07
38,650.2089626759415,2021-10-08
39,533.4383268017164,2021-10-09
40,1017.8616669340224,2021-10-10
41,993.5160485032704,2021-10-11
42,1107.9553119268992,2021-10-12
43,1027.9648404222905,2021-10-13
44,1108.505134179133,2021-10-14
45,1078.4679924153324,2021-10-15
46,983.8461252823948,2021-10-16
47,1329.6005523675112,2021-10-17
48,1342.6403490814039,2021-10-18
49,920.1760445063921,2021-10-19
50,1332.6890727320745,2021-10-20
51,1978.701296743311,2021-10-21
52,1496.3687096842066,2021-10-22
53,1424.7201904398055,2021-10-23
54,1563.6068679845557,2021-10-24
55,848.4349298377424,2021-10-25
56,1494.038821735732,2021-10-26
57,2448.1760871057286,2021-10-27
58,1801.0095271042326,2021-10-28
59,953.6275195864599,2021-10-29
60,830.3552287231495,2021-10-30
61,1350.202135656246,2021-10-31
62,1161.4271901010104,2021-11-01
63,782.4646503390194,2021-11-02
64,900.1698050185712,2021-11-03
65,991.2093664209237,2021-11-04
66,637.3762086591954,2021-11-05
67,870.1596792456008,2021-11-06
68,686.5564346387482,2021-11-07
69,505.8945529989087,2021-11-08
70,875.6271612989849,2021-11-09
71,1691.3291290680309,2021-11-10
72,776.9120543333141,2021-11-11
73,1176.2648710128615,2021-11-12
74,702.6172217235811,2021-11-13
75,778.1511693836011,2021-11-14
76,1532.2204346549947,2021-11-15
77,2042.5815610684135,2021-11-16
78,1053.5577982894672,2021-11-17
79,1493.7237001508788,2021-11-18
80,959.0845165495463,2021-11-19
81,1068.4964108944466,2021-11-20
82,1370.7162787340562,2021-11-21
83,2481.7045500680856,2021-11-22
84,2368.1838172154185,2021-11-23
85,2323.427210099175,2021-11-24
86,1047.0135529899424,2021-11-25
87,2503.713233136859,2021-11-26
88,1043.9679147300235,2021-11-27
89,1676.7352089749324,2021-11-28
90,1120.1515092281572,2021-11-29
91,1881.800380966421,2021-11-30
92,1440.8990946232,2021-12-01
93,1070.8144475847835,2021-12-02
94,2599.562096056635,2021-12-03
95,1554.255257661218,2021-12-04
96,1748.7245943967098,2021-12-05
97,1985.9583671201003,2021-12-06
98,1734.4632022036453,2021-12-07
99,1392.817499554391,2021-12-08
100,2206.8128488347356,2021-12-09
101,2163.8453697261366,2021-12-10
102,1016.0198232962881,2021-12-11
103,1003.1397876801494,2021-12-12
104,1689.5363317403069,2021-12-13
105,1016.7245353783225,2021-12-14
106,1654.9205099890198,2021-12-15
107,814.5157477035007,2021-12-16
108,1315.715777280612,2021-12-17
109,706.9273086038111,2021-12-18
110,1297.0934408128771,2021-12-19
111,1266.605093743591,2021-12-20
112,759.6043078891539,2021-12-21
113,1144.0803564442087,2021-12-22
114,1119.7984437192206,2021-12-23
115,927.2828454506856,2021-12-24
116,992.7487766121826,2021-12-25
117,662.3951081331172,2021-12-26
118,1137.1231081028227,2021-12-27
119,1074.2697987524232,2021-12-28
120,1374.1601091197804,2021-12-29
121,1080.7229185348156,2021-12-30
122,1466.5900241230581,2021-12-31
123,1045.2812421112592,2022-01-01
124,985.0922161338951,2022-01-02
125,1532.0810126875463,2022-01-03
126,1591.3607389477663,2022-01-04
127,2870.5365328151283,2022-01-05
128,2970.806392595337,2022-01-06
129,2615.3064351063676,2022-01-07
130,2371.3785551603028,2022-01-08
131,943.6868017252049,2022-01-09
132,2504.5268187992942,2022-01-10
133,1211.2623215445008,2022-01-11
134,1242.6381633492454,2022-01-12
135,1521.6775117185155,2022-01-13
136,1434.7576082470252,2022-01-14
137,1092.2802557662635,2022-01-15
138,1535.4210809403999,2022-01-16
139,1858.8831105587426,2022-01-17
140,1832.096909681045,2022-01-18
141,1124.18872179067,2022-01-19
142,1684.4408918518427,2022-01-20
143,2823.650592073699,2022-01-21
144,2113.9609961415144,2022-01-22
145,983.0953445140614,2022-01-23
146,2204.4064622487344,2022-01-24
147,2008.341045351943,2022-01-25
148,2233.399096051885,2022-01-26
149,1724.0948040157302,2022-01-27
150,1352.5250213042643,2022-01-28
151,1186.4574696323157,2022-01-29
152,1525.0966085752764,2022-01-30
153,939.811266507697,2022-01-31
154,920.0397889439622,2022-02-01
155,1322.0531381851074,2022-02-02
156,1260.978657681087,2022-02-03
157,1954.7200354128377,2022-02-04
158,576.1265353419886,2022-02-05
159,978.9585747439457,2022-02-06
160,1276.0981514392174,2022-02-07
161,1489.5064144118794,2022-02-08
162,1263.6274236664026,2022-02-09
163,2098.5213614235913,2022-02-10
164,1647.7914575526017,2022-02-11
165,1247.296885708369,2022-02-12
166,1022.9211797730688,2022-02-13
167,1822.5572986541779,2022-02-14
168,1601.388059852096,2022-02-15
169,1635.5176024594518,2022-02-16
170,2265.4050859513645,2022-02-17
171,2032.9861157884252,2022-02-18
172,1739.353373794596,2022-02-19
173,1939.8213197297955,2022-02-20
174,3642.41331940947,2022-02-21
175,2619.18367276226,2022-02-22
176,3774.263962304968,2022-02-23
177,4024.5584490021924,2022-02-24
178,3709.8442005441784,2022-02-25
179,1787.1708030646928,2022-02-26
180,4028.1569302076496,2022-02-27
181,2818.3248200478506,2022-02-28
182,3363.9665517961266,2022-03-01
183,3147.388695584264,2022-03-02
184,2714.4930417344776,2022-03-03
185,4139.302989034766,2022-03-04
186,1464.3202212999452,2022-03-05
187,2574.244110145613,2022-03-06
188,4046.195894131898,2022-03-07
189,4706.316610052128,2022-03-08
190,2862.57503195007,2022-03-09
191,2497.161003410962,2022-03-10
192,2782.5175523484468,2022-03-11
193,944.4391808756676,2022-03-12
194,2008.9701196649378,2022-03-13
195,2476.9139313457413,2022-03-14
196,3162.7778637418587,2022-03-15
197,3520.494440873826,2022-03-16
198,1820.517709972621,2022-03-17
199,1959.4542263462579,2022-03-18
200,1768.3004014826151,2022-03-19
201,2409.361713049,2022-03-20
202,3177.4782885360646,2022-03-21
203,2315.0914190038256,2022-03-22
204,2773.923369817245,2022-03-23
205,2638.4768734983118,2022-03-24
206,2425.50069780951,2022-03-25
207,1169.9914870592136,2022-03-26
208,2063.166594104216,2022-03-27
209,2457.7019968897703,2022-03-28
210,2218.7290837906085,2022-03-29
211,2267.237518334427,2022-03-30
212,2767.3765926902097,2022-03-31
213,4823.637474447703,2022-04-01
214,2529.6626876847413,2022-04-02
215,2157.356247078875,2022-04-03
216,2121.0065283936297,2022-04-04
217,2652.1664222431896,2022-04-05
218,3504.5004629260134,2022-04-06
219,1976.1729355474722,2022-04-07
220,2203.9086606451415,2022-04-08
221,1248.9320656463217,2022-04-09
222,1803.8183717301165,2022-04-10
223,4036.5436417812703,2022-04-11
224,2842.049437852353,2022-04-12
225,2386.0655899115022,2022-04-13
226,1802.7262094175455,2022-04-14
227,1827.2114223834803,2022-04-15
228,1635.8924279606397,2022-04-16
229,2183.583771427389,2022-04-17
230,2527.427268936073,2022-04-18
231,1815.8360310667929,2022-04-19
232,1747.4581004777506,2022-04-20
233,2562.3727109284023,2022-04-21
234,2415.1265022771036,2022-04-22
235,795.8909678409927,2022-04-23
236,2409.8755616801386,2022-04-24
237,2805.732926335516,2022-04-25
238,3746.585946302466,2022-04-26
239,3285.5909790169785,2022-04-27
240,3550.1900698533786,2022-04-28
241,2863.616021154082,2022-04-29
242,1625.1400415005098,2022-04-30
243,1262.666986707294,2022-05-01
244,2408.1291006418087,2022-05-02
245,2088.8276506417974,2022-05-03
246,2542.19098812496,2022-05-04
247,2786.1928387738562,2022-05-05
248,3892.4440600746784,2022-05-06
249,3070.34415588971,2022-05-07
250,4259.594889199198,2022-05-08
251,7893.825978211927,2022-05-09
252,5933.6128221526815,2022-05-10
253,10152.22199375193,2022-05-11
254,6156.759781283556,2022-05-12
255,4100.233739757722,2022-05-13
256,3467.981314902123,2022-05-14
257,2775.1388019369856,2022-05-15
258,4694.666825068479,2022-05-16
259,2871.8182659423164,2022-05-17
260,3100.314147105685,2022-05-18
261,3108.503204981113,2022-05-19
262,3276.2548770420044,2022-05-20
263,2346.269900938867,2022-05-21
264,3043.4190320959847,2022-05-22
265,3268.3570232424845,2022-05-23
266,3361.914295298993,2022-05-24
267,2755.113447427929,2022-05-25
268,5683.941116835561,2022-05-26
269,4752.038913085294,2022-05-27
270,2841.9252960287845,2022-05-28
271,2737.601727058604,2022-05-29
272,3308.8083755216926,2022-05-30
273,3894.809747985499,2022-05-31
274,4655.645113496273,2022-06-01
275,3758.152128440029,2022-06-02
276,3200.741213621794,2022-06-03
277,2444.025888985592,2022-06-04
278,3240.1464637809013,2022-06-05
279,4245.933349154396,2022-06-06
280,4692.531627693424,2022-06-07
281,3047.3544041040623,2022-06-08
282,2906.4034623039643,2022-06-09
283,3355.7439575716767,2022-06-10
284,5169.41370250996,2022-06-11
285,5989.584306364039,2022-06-12
286,8396.917901714027,2022-06-13
287,5279.02625118237,2022-06-14
288,7652.637782112297,2022-06-15
289,5520.9690553614955,2022-06-16
290,4008.579052597982,2022-06-17
291,7323.662829975758,2022-06-18
292,6189.925961336054,2022-06-19
293,7734.602591798943,2022-06-20
294,5839.684312756662,2022-06-21
295,7018.384077230241,2022-06-22
296,3358.0233332644098,2022-06-23
297,4546.589808493773,2022-06-24
298,3830.073313622148,2022-06-25
299,3977.3567772136853,2022-06-26
300,2426.1800755112663,2022-06-27
301,2348.329239048645,2022-06-28
302,2394.971805893051,2022-06-29
303,4331.950219068415,2022-06-30
304,4673.044279177487,2022-07-01
305,3418.1116621580063,2022-07-02
306,2658.851377102364,2022-07-03
307,3669.2527053413023,2022-07-04
308,6023.676779544074,2022-07-05
309,4107.5626066402,2022-07-06
310,3163.4772252487446,2022-07-07
311,3126.7279882804246,2022-07-08
312,1312.4535821845418,2022-07-09
313,1740.0860642200307,2022-07-10
314,2238.6710796558104,2022-07-11
315,2191.415820381709,2022-07-12
316,3427.545597236436,2022-07-13
317,3360.6996282636355,2022-07-14
318,3514.3720874978167,2022-07-15
319,3457.548694285718,2022-07-16
320,2810.8698559288605,2022-07-17
321,5940.672896568828,2022-07-18
322,3970.6970287607824,2022-07-19
323,3137.90128790412,2022-07-20
324,3026.968652059201,2022-07-21
325,4091.8185234907955,2022-07-22
326,3327.911573513236,2022-07-23
327,4889.818559789934,2022-07-24
328,5431.038392898127,2022-07-25
329,4491.170958379193,2022-07-26
330,3836.6707083703973,2022-07-27
331,4771.718096434947,2022-07-28
332,4353.394926878792,2022-07-29
333,2683.5905255607317,2022-07-30
334,3194.9853072127576,2022-07-31
335,3891.1316663518883,2022-08-01
336,3984.944974758068,2022-08-02
337,3433.5718480859096,2022-08-03
338,3468.452747727645,2022-08-04
339,4358.652279571453,2022-08-05
340,2398.7805254006007,2022-08-06
341,1985.859059374813,2022-08-07
342,3195.6367731485884,2022-08-08
343,3394.213704825429,2022-08-09
344,3833.1053107947628,2022-08-10
345,2494.015172294615,2022-08-11
346,2904.890860852663,2022-08-12
347,1918.739756476705,2022-08-13
348,3856.054064962729,2022-08-14
349,3987.416530242318,2022-08-15
350,2976.935894126577,2022-08-16
351,3538.154209931536,2022-08-17
352,3416.5488343654856,2022-08-18
353,4066.164173145307,2022-08-19
354,3114.4480823174254,2022-08-20
355,4196.088646461294,2022-08-21
356,5363.529353321045,2022-08-22
357,5014.007914920811,2022-08-23
358,2783.5778665940156,2022-08-24
359,2976.3720351951697,2022-08-25
360,5063.89674691321,2022-08-26
361,3442.2418576613477,2022-08-27
362,3192.6822172189063,2022-08-28
363,4029.0945368891616,2022-08-29
364,6080.237764819533,2022-08-30
365,4360.975415475749,2022-08-31
366,4835.564694972705,2022-09-01
367,5401.168529029886,2022-09-02
368,2409.8134438463376,2022-09-03
369,3326.9806478934456,2022-09-04
370,4772.739840866667,2022-09-05
371,6610.24442956269,2022-09-06
372,5420.205512463602,2022-09-07
373,7220.417594883422,2022-09-08
374,5595.8673196311165,2022-09-09
375,3644.139808010266,2022-09-10
376,3840.4377994545307,2022-09-11
377,5187.158301337599,2022-09-12
378,6289.851004444078,2022-09-13
379,7621.7188583600255,2022-09-14
380,8986.091537368215,2022-09-15
381,6992.089650186344,2022-09-16
382,3314.730448720057,2022-09-17
383,7271.95697368463,2022-09-18
384,8851.258842397428,2022-09-19
385,7162.038573809397,2022-09-20
386,9862.705922941297,2022-09-21
387,8751.299559032946,2022-09-22
388,10773.05810199206,2022-09-23
389,5174.944855908137,2022-09-24
390,6324.802109389659,2022-09-25
391,9082.651500229536,2022-09-26
392,6177.48617184773,2022-09-27
393,8766.545030539539,2022-09-28
394,8530.903801178205,2022-09-29
395,5204.184588284081,2022-09-30
396,3075.076893203022,2022-10-01
397,4221.668185292238,2022-10-02
398,4587.275950283851,2022-10-03
399,4108.398741098302,2022-10-04
400,7808.662599696423,2022-10-05
401,4726.753503539553,2022-10-06
402,3401.5683853983337,2022-10-07
403,3150.4657246184997,2022-10-08
404,3159.974855539088,2022-10-09
405,4964.3208171359365,2022-10-10
406,4456.586804679753,2022-10-11
407,3822.3423991573386,2022-10-12
408,8764.808131247044,2022-10-13
409,5738.310172672949,2022-10-14
410,3035.8141033271627,2022-10-15
411,3752.7344660334684,2022-10-16
412,5060.133896457929,2022-10-17
413,5679.514088512384,2022-10-18
414,6980.545801861303,2022-10-19
415,4730.812284272523,2022-10-20
416,4947.457467400945,2022-10-21
417,3435.7288678625087,2022-10-22
418,5100.918976257302,2022-10-23
419,5003.221072014604,2022-10-24
420,10447.849562067473,2022-10-25
421,13160.184870524612,2022-10-26
422,10568.126648457104,2022-10-27
423,10303.826303616235,2022-10-28
424,9224.501505443352,2022-10-29
425,8280.893678592338,2022-10-30
426,11013.860598002653,2022-10-31
427,8348.585796625845,2022-11-01
